구분,,발생량및,,총계,종량제에 의한 혼합배출,,,,,,,,,,,,,,재활용가능자원 분리배출,,,,,,,,,,,,,,,,,,,음식물류 폐기물
,,처리현황,,,소계,가연성,,,,,,,불연성,,,,,기타,소계,종이류,유리병류,금속캔,비닐류,플라,발포,전자제품,전지류,타이어,윤활유,형광등,고철류,의류,영농,가구류,폐식용유,기타,재활용,분리배출
,,,,,,,,,,,,,,,,,,(배출,,,,,(합성수지류),스틱류,수지류,,,,,,,,폐기물,,,,잔재물,
시도,시군구,,,,,소계,음식물,종이류,나무류,고무,플라,기타,소계,유리류,금속류,토사류,기타,불명 등),,,,,,,,,,,,,,,,,,,,
,,,,,,,채소류,,,피혁류,스틱류,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천,남동구,처리방법,재활용,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,33.6,5.7,3.3,19.6,13.1,2.3,2.3,0.1,0,0,0.3,2,4.2,0,0,0,0,14,149.5
인천,부평구,발생량,발생량,325.6,159.3,142,13.7,56.1,3.7,1.7,40.4,26.4,14.7,3.5,5.5,1.1,4.6,2.6,63.5,23.4,5.2,2.9,6.8,8.1,1.5,0.1,0,0,0,0,1.6,5.3,0,0,0,0,8.6,102.8
인천,부평구,처리방법,매립,70,70,61.4,6.2,24.6,1.6,0.7,17.6,10.7,8,1.5,2.4,0.6,3.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,부평구,처리방법,소각,89.3,89.3,80.6,7.5,31.5,2.1,1,22.8,15.7,6.7,2,3.1,0.5,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,부평구,처리방법,재활용,166.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,23.4,5.2,2.9,6.8,8.1,1.5,0.1,0,0,0,0,1.6,5.3,0,0,0,0,8.6,102.8
인천,계양구,발생량,발생량,186.8,84.3,59.1,1.9,17.7,4.1,4.2,9.3,21.9,24,3.6,3.1,3.5,13.8,1.2,27.5,11.4,2.4,1,3.5,2.7,0.4,0,0,0,0,0,0.5,0.5,0,0,0,0,5.1,75
인천,계양구,처리방법,매립,35.5,35.5,12.3,0.6,4.3,0.9,0.7,3.1,2.7,23.2,3.4,2.8,3.4,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,계양구,처리방법,소각,48.7,48.7,46.8,1.3,13.4,3.2,3.5,6.2,19.2,0.8,0.2,0.3,0.1,0.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,계양구,처리방법,재활용,102.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,27.5,11.4,2.4,1,3.5,2.7,0.4,0,0,0,0,0,0.5,0.5,0,0,0,0,5.1,75
인천,서구,발생량,발생량,326.2,159.2,84.2,5.9,18.9,1.6,0.8,17,40,75,23.2,16.5,3.3,32,0,74.4,30.9,6.3,3.2,7,9.1,1,0.8,0.1,0,0,0.1,2.9,2.7,0,0.7,0,0.7,8.9,92.6
인천,서구,처리방법,매립,75,75,0,0,0,0,0,0,0,75,23.2,16.5,3.3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,서구,처리방법,소각,84.2,84.2,84.2,5.9,18.9,1.6,0.8,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,서구,처리방법,재활용,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.4,30.9,6.3,3.2,7,9.1,1,0.8,0.1,0,0,0.1,2.9,2.7,0,0.7,0,0.7,8.9,92.6
인천,강화군,발생량,발생량,38.7,14.6,12.2,0,2.4,1.3,0.4,0.2,7.9,2.4,0.5,0.6,0.1,1.2,0,13.9,3.1,1.4,0.5,0,1.8,0,0.6,0,0,0,0,0.3,0,1.7,0.8,0,0,3.7,10.2
인천,강화군,처리방법,매립,2.9,2.9,0.6,0,0,0.2,0,0,0.4,2.3,0.4,0.6,0.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,강화군,처리방법,소각,11.7,11.7,11.6,0,2.4,1.1,0.4,0.2,7.5,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,강화군,처리방법,재활용,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,3.1,1.4,0.5,0,1.8,0,0.6,0,0,0,0,0.3,0,1.7,0.8,0,0,3.7,10.2
인천,옹진군,발생량,발생량,18.4,7.8,7.1,0,4.2,0.4,0,0,2.5,0.7,0.1,0,0.3,0.3,0,4.6,2,0.9,0.1,0.2,0.7,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.2,6
인천,옹진군,처리방법,매립,0.8,0.8,0.1,0,0,0.1,0,0,0,0.7,0.1,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,옹진군,처리방법,소각,7,7,7,0,4.2,0.3,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,옹진군,처리방법,재활용,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,2,0.9,0.1,0.2,0.7,0,0.1,0,0,0,0,0.1,0,0.3,0,0,0,0.2,6
인천,경제청,발생량,발생량,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,경제청,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,경제청,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,경제청,처리방법,재활용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,동구,발생량,발생량,92.2,53.6,35.6,6.7,11.6,2.3,1.4,11,2.6,16.8,2.3,0.5,1.6,12.4,1.2,2.6,0,0.3,0,0.8,1.2,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,36
광주,동구,처리방법,매립,51.8,51.8,33.9,6.1,10.7,2.3,1.4,10.8,2.6,16.7,2.3,0.5,1.6,12.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,동구,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,동구,처리방법,재활용,40.4,1.8,1.7,0.6,0.9,0,0,0.2,0,0.1,0,0,0,0.1,0,2.6,0,0.3,0,0.8,1.2,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,36
광주,서구,발생량,발생량,236.9,120.7,78.8,14.8,25.7,5.1,3.1,24.4,5.7,37.1,5.1,1.1,3.4,27.5,4.8,12,0.5,2.1,0.3,4.8,1.6,0.4,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,1.9,104.2
광주,서구,처리방법,매립,116.6,116.6,75.1,13.6,23.7,5,3.1,24,5.7,36.7,5,1.1,3.4,27.2,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,서구,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,서구,처리방법,재활용,120.3,4.1,3.7,1.2,2,0.1,0,0.4,0,0.4,0.1,0,0,0.3,0,12,0.5,2.1,0.3,4.8,1.6,0.4,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,1.9,104.2
광주,남구,발생량,발생량,177.8,69.2,43.8,8.3,14.2,2.8,1.7,13.6,3.2,20.7,2.7,0.7,2,15.3,4.7,43,1.1,9.5,1.2,4.6,19.7,0.3,0,0,0,0,2,1.5,0,0,0.1,3,0,0,65.6
광주,남구,처리방법,매립,67.1,67.1,41.8,7.6,13.2,2.8,1.7,13.3,3.2,20.6,2.7,0.7,2,15.2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,남구,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,남구,처리방법,재활용,110.7,2.1,2,0.7,1,0,0,0.3,0,0.1,0,0,0,0.1,0,43,1.1,9.5,1.2,4.6,19.7,0.3,0,0,0,0,2,1.5,0,0,0.1,3,0,0,65.6
광주,북구,발생량,발생량,286.9,120.3,81,13,31.7,4.4,4.2,17.3,10.4,34.7,6.9,1.5,4.6,21.7,4.6,28.8,7.7,3.5,0.4,3.2,7.8,1.1,0.2,0.1,0,0,0.2,1.1,0,0.2,0,0,0,3.3,137.8
광주,북구,처리방법,매립,115.3,115.3,76.4,11.5,29.3,4.3,4.2,16.7,10.4,34.3,6.8,1.5,4.6,21.4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,북구,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,북구,처리방법,재활용,171.6,5,4.6,1.5,2.4,0.1,0,0.6,0,0.4,0.1,0,0,0.3,0,28.8,7.7,3.5,0.4,3.2,7.8,1.1,0.2,0.1,0,0,0.2,1.1,0,0.2,0,0,0,3.3,137.8
광주,광산구,발생량,발생량,302.7,140,92.8,17.4,30.1,6,3.7,28.9,6.7,44,0.1,7.3,4,32.6,3.2,30,0.9,3,0,7.8,6.8,1.1,0,0.1,0,0,0.1,0,0,0,0,0,3.2,7,132.7
광주,광산구,처리방법,매립,135.8,135.8,89,16.1,28.1,6,3.7,28.4,6.7,43.6,0,7.3,4,32.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,광산구,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,광산구,처리방법,재활용,166.9,4.2,3.8,1.3,2,0,0,0.5,0,0.4,0.1,0,0,0.3,0,30,0.9,3,0,7.8,6.8,1.1,0,0.1,0,0,0.1,0,0,0,0,0,3.2,7,132.7
대전,동구,발생량,발생량,226.6,101.4,66.3,4.4,14.2,3.9,3.7,12.9,27.2,35.1,7.9,5.6,6.9,14.7,0,57.8,5.9,9,2.6,2.2,28.7,0.1,0,0.1,0,0,0.2,3.1,0,0.1,0,0,0,5.8,67.4
대전,동구,처리방법,매립,32.2,32.2,0,0,0,0,0,0,0,32.2,7,5,6.8,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,동구,처리방법,소각,24.7,24.7,24.7,1.7,5.5,0.5,1.4,5,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,동구,처리방법,재활용,169.7,44.5,41.6,2.7,8.7,3.4,2.3,7.9,16.6,2.9,0.9,0.6,0.1,1.3,0,57.8,5.9,9,2.6,2.2,28.7,0.1,0,0.1,0,0,0.2,3.1,0,0.1,0,0,0,5.8,67.4
대전,중구,발생량,발생량,257.3,97.1,90.1,8.9,28.6,19.7,0.6,22.8,9.5,7,0.8,0.6,0,5.6,0,89,35.5,5.1,5.8,7.7,7.5,0.4,0.8,0.1,0,0,0.1,8,0,0.2,5,0,0.3,12.5,71.2
대전,중구,처리방법,매립,27.9,27.9,25.7,1.1,9.5,1.4,0.6,7.8,5.3,2.2,0.8,0.6,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,중구,처리방법,소각,69.2,69.2,64.4,7.8,19.1,18.3,0,15,4.2,4.8,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,중구,처리방법,재활용,160.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,35.5,5.1,5.8,7.7,7.5,0.4,0.8,0.1,0,0,0.1,8,0,0.2,5,0,0.3,12.5,71.2
대전,서구,발생량,발생량,420.9,149.7,139.9,4,65.9,10.1,15.4,35.7,8.8,0,0,0,0,0,9.8,124.1,48,26.2,2.5,14.4,11.5,0.4,0.1,0.1,0,0,0.3,7.9,0,0,0,0,0.2,12.5,147.1
대전,서구,처리방법,매립,102.4,102.4,92.6,4,41.9,6.7,8.7,23.8,7.5,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,서구,처리방법,소각,47.3,47.3,47.3,0,24,3.4,6.7,11.9,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,서구,처리방법,재활용,271.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.1,48,26.2,2.5,14.4,11.5,0.4,0.1,0.1,0,0,0.3,7.9,0,0,0,0,0.2,12.5,147.1
대전,유성구,발생량,발생량,278.5,81.5,68.5,3.3,21.3,3.7,3.8,17.8,18.6,8.3,2.9,1.5,0.3,3.6,4.7,110,30.6,19.8,3.7,14.9,13,0.4,0.1,0.1,0,0,0.2,11.8,0,0,0,0,0.2,15.2,87
대전,유성구,처리방법,매립,12.6,12.6,9.1,0.4,2.9,0.7,0.5,1.3,3.3,2.1,0.9,0.4,0,0.8,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,유성구,처리방법,소각,29,29,25.2,1.1,9.8,1.4,2.1,5.3,5.5,2,0.5,0.1,0,1.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,유성구,처리방법,재활용,236.9,39.9,34.2,1.8,8.6,1.6,1.2,11.2,9.8,4.2,1.5,1,0.3,1.4,1.5,110,30.6,19.8,3.7,14.9,13,0.4,0.1,0.1,0,0,0.2,11.8,0,0,0,0,0.2,15.2,87
대전,대덕구,발생량,발생량,212.7,77.7,66,4.1,18,5.4,0.7,0.7,37.1,10.1,1.3,1,4.1,3.7,1.6,74.9,18.7,10.3,4.2,15,12.3,0.3,0,0,0,0,0.1,5.2,0,0.3,0,0,0.6,7.9,60.1
대전,대덕구,처리방법,매립,17.5,17.5,8.5,1,3.2,0.8,0.2,0.1,3.2,8.6,1.1,0.7,3.4,3.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,대덕구,처리방법,소각,35.5,35.5,33.9,1.8,8.7,2.7,0.3,0.4,20,0.9,0.1,0.2,0.4,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,대덕구,처리방법,재활용,159.7,24.7,23.6,1.3,6.1,1.9,0.2,0.2,13.9,0.6,0.1,0.1,0.3,0.1,0.5,74.9,18.7,10.3,4.2,15,12.3,0.3,0,0,0,0,0.1,5.2,0,0.3,0,0,0.6,7.9,60.1
울산,중구,발생량,발생량,243.5,119.6,73.9,0,13.7,9.1,7.2,6.4,37.5,45.7,2.3,0,3.2,40.2,0,65.8,25.1,6.8,12.5,3.5,5.4,0.1,0.2,0,0,0,0.1,0.5,0,0.1,0,0,0,11.5,58.1
울산,중구,처리방법,매립,45.7,45.7,0,0,0,0,0,0,0,45.7,2.3,0,3.2,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산,중구,처리방법,소각,76.4,73.9,73.9,0,13.7,9.1,7.2,6.4,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
울산,중구,처리방법,재활용,121.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,25.1,6.8,12.5,3.5,5.4,0.1,0.2,0,0,0,0.1,0.5,0,0.1,0,0,0,11.5,55.6
울산,남구,발생량,발생량,442,223.4,142.8,0,2.5,38.7,2.7,3.8,95.1,70.6,35.2,26.3,9.1,0,10,124.2,20,18.8,2.4,16.4,7.6,0.8,0.7,0.1,0,0,0.2,0.8,0.4,0,0,0,34.6,21.4,94.4
울산,남구,처리방법,매립,94.2,94.2,27.5,0,0.7,7.5,1.2,1.4,16.7,61.5,31.2,21.2,9.1,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산,남구,처리방법,소각,138,129.2,115.3,0,1.8,31.2,1.5,2.4,78.4,9.1,4,5.1,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
울산,남구,처리방법,재활용,209.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.2,20,18.8,2.4,16.4,7.6,0.8,0.7,0.1,0,0,0.2,0.8,0.4,0,0,0,34.6,21.4,85.6
울산,동구,발생량,발생량,200.2,90.8,82,0,14.8,1.3,0.6,13.4,51.9,4.8,1.1,1.5,0.2,2,4,65.1,14,8.6,3.1,3.3,5,2.3,0,0,0,0,0.1,20,0.2,0,0,0,0,8.5,44.3
울산,동구,처리방법,매립,26.1,26.1,20.5,0,0,0,0,0,20.5,4.8,1.1,1.5,0.2,2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산,동구,처리방법,소각,65.7,64.7,61.5,0,14.8,1.3,0.6,13.4,31.4,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
울산,동구,처리방법,재활용,108.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.1,14,8.6,3.1,3.3,5,2.3,0,0,0,0,0.1,20,0.2,0,0,0,0,8.5,43.3
울산,북구,발생량,발생량,239.2,120.2,113.8,7.8,25.2,2.1,1,22.7,55,4.5,2.2,1.7,0.2,0.4,1.9,62.1,11.7,9.7,5.9,2.9,5.2,0,0.7,0,0,0,0.1,17.8,0,0,0,0,1.3,6.8,56.9
울산,북구,처리방법,매립,58,58,55.7,3.7,12,1,0.5,10.8,27.7,2,0.9,0.8,0.1,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산,북구,처리방법,소각,64.6,62.2,58.1,4.1,13.2,1.1,0.5,11.9,27.3,2.5,1.3,0.9,0.1,0.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
울산,북구,처리방법,재활용,116.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.1,11.7,9.7,5.9,2.9,5.2,0,0.7,0,0,0,0.1,17.8,0,0,0,0,1.3,6.8,54.5
울산,울주군,발생량,발생량,219.3,103.5,65.2,0.6,27,5.5,2.5,16.6,13,30.4,4.2,0.9,0,25.3,7.9,59.1,14.3,9.9,7.3,2.9,11,0.1,0,0,0,0,0.1,3.1,2,2.1,0,0,0,6.3,56.7
울산,울주군,처리방법,매립,14.5,14.5,3.8,0,0,0,0,0,3.8,4.6,0,0,0,4.6,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산,울주군,처리방법,소각,90,89,61.4,0.6,27,5.5,2.5,16.6,9.2,25.8,4.2,0.9,0,20.7,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
울산,울주군,처리방법,재활용,114.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.1,14.3,9.9,7.3,2.9,11,0.1,0,0,0,0,0.1,3.1,2,2.1,0,0,0,6.3,55.7
세종,세종특별자치시,발생량,발생량,319.7,157,155.9,31.7,59.3,2.6,2.1,37,23.2,1.1,0.6,0.3,0,0.2,0,112.3,14.9,0.8,0.3,1.3,0.8,0.1,0.3,0,0,0,0,88.6,0,0,0,0,0.3,4.9,50.4
세종,세종특별자치시,처리방법,매립,18.3,18.3,18.2,3.7,6.9,0.3,0.3,4.3,2.7,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종,세종특별자치시,처리방법,소각,85.2,85.2,84.6,17.2,32.2,1.4,1.1,20.1,12.6,0.6,0.3,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종,세종특별자치시,처리방법,재활용,216.2,53.5,53.1,10.8,20.2,0.9,0.7,12.6,7.9,0.4,0.2,0.1,0,0.1,0,112.3,14.9,0.8,0.3,1.3,0.8,0.1,0.3,0,0,0,0,88.6,0,0,0,0,0.3,4.9,50.4
경기,수원시,발생량,발생량,970.5,341.6,287.2,87.3,58.1,4.9,36.4,87.6,12.9,54.4,14.4,19.7,0,20.3,0,343.8,80.6,91.7,19.8,38.1,22.3,1.1,5.3,0.6,0.2,0,3.5,19.6,0.1,0,49.3,0,8.6,3,285.1
경기,수원시,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,수원시,처리방법,소각,371.6,341.6,287.2,87.3,58.1,4.9,36.4,87.6,12.9,54.4,14.4,19.7,0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
경기,수원시,처리방법,재활용,598.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.8,80.6,91.7,19.8,38.1,22.3,1.1,5.3,0.6,0.2,0,3.5,19.6,0.1,0,49.3,0,8.6,3,255.1
경기,성남시,발생량,발생량,854.9,457.9,438.7,61.1,160.2,34.8,43.7,118.1,20.8,16.9,9.9,2.7,0,4.3,2.3,169.9,3.2,10.3,2.2,16.7,13,2.9,0,0.3,0,0,0.7,2,0.1,0,74.5,0,16,28,227.1
경기,성남시,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,성남시,처리방법,소각,457.9,457.9,438.7,61.1,160.2,34.8,43.7,118.1,20.8,16.9,9.9,2.7,0,4.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,성남시,처리방법,재활용,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.9,3.2,10.3,2.2,16.7,13,2.9,0,0.3,0,0,0.7,2,0.1,0,74.5,0,16,28,227.1
경기,의정부시,발생량,발생량,413.5,148.2,113.5,16.9,46.7,17.2,5.1,18.3,9.3,34.7,6.9,6.7,4.6,16.5,0,131.3,35.2,24.5,6.6,4.4,13.4,0.8,2.3,0.1,0,0,0.3,14,0.3,0,13.5,0.1,0,15.8,134
경기,의정부시,처리방법,매립,15,15,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,의정부시,처리방법,소각,133.2,133.2,113.5,16.9,46.7,17.2,5.1,18.3,9.3,19.7,6.9,6.7,4.6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,의정부시,처리방법,재활용,265.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.3,35.2,24.5,6.6,4.4,13.4,0.8,2.3,0.1,0,0,0.3,14,0.3,0,13.5,0.1,0,15.8,134
경기,안양시,발생량,발생량,309.7,246.9,170.4,29.2,41.2,20.4,21,45.2,13.4,76.5,6.1,2.4,9.9,58.1,0,47.5,1.1,4.4,1.3,6.8,4.5,0.7,0.1,0.1,0,0,0.1,0.5,0,0,0,0,0.7,27.2,15.3
경기,안양시,처리방법,매립,49.6,49.6,15.8,2.1,2.8,3.2,1.7,2.9,3.1,33.8,6.1,1.1,9.9,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,안양시,처리방법,소각,197.3,197.3,154.6,27.1,38.4,17.2,19.3,42.3,10.3,42.7,0,1.3,0,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,안양시,처리방법,재활용,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,1.1,4.4,1.3,6.8,4.5,0.7,0.1,0.1,0,0,0.1,0.5,0,0,0,0,0.7,27.2,15.3
경기,부천시,발생량,발생량,624.7,281.1,251.8,31.2,77.5,46,30.8,66.3,0,29.3,9,8.9,0,11.4,0,98.6,3.1,4,1.6,31.9,4.5,1.9,3.1,0.1,0,0,0.2,0.1,0,0,28,0,0.5,19.6,245
경기,부천시,처리방법,매립,94,94,84.2,10.4,25.9,15.4,10.3,22.2,0,9.8,3,3,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,부천시,처리방법,소각,137,137,122.7,15.2,37.8,22.4,15,32.3,0,14.3,4.4,4.3,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,부천시,처리방법,재활용,393.7,50.1,44.9,5.6,13.8,8.2,5.5,11.8,0,5.2,1.6,1.6,0,2,0,98.6,3.1,4,1.6,31.9,4.5,1.9,3.1,0.1,0,0,0.2,0.1,0,0,28,0,0.5,19.6,245
경기,광명시,발생량,발생량,236.2,132.3,132.3,9.2,34.3,14.4,15,25.7,33.7,0,0,0,0,0,0,37.5,4.4,2.2,2.5,19.6,5.2,2.3,0.1,0.1,0,0,0.1,0.5,0.4,0.1,0,0,0,0,66.4
경기,광명시,처리방법,매립,26.6,26.6,26.6,1.3,5.9,3.2,3.8,5.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,광명시,처리방법,소각,105.7,105.7,105.7,7.9,28.4,11.2,11.2,20.5,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,광명시,처리방법,재활용,103.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,4.4,2.2,2.5,19.6,5.2,2.3,0.1,0.1,0,0,0.1,0.5,0.4,0.1,0,0,0,0,66.4
경기,평택시,발생량,발생량,395,157.3,150.5,7.8,25.4,12.8,6.6,28.9,69,6.8,2.7,0.3,0.1,3.7,0,102,10.4,5.7,1.5,48,12.6,0.6,0.2,0.1,0,0,0.1,2.6,0.2,0,0,0,20,0,135.7
경기,평택시,처리방법,매립,120.8,120.8,114,6,19.2,8.4,4.8,21.6,54,6.8,2.7,0.3,0.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,평택시,처리방법,소각,36.5,36.5,36.5,1.8,6.2,4.4,1.8,7.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,평택시,처리방법,재활용,237.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,10.4,5.7,1.5,48,12.6,0.6,0.2,0.1,0,0,0.1,2.6,0.2,0,0,0,20,0,135.7
경기,동두천시,발생량,발생량,76.8,38.7,38.7,7.1,3.5,4.1,4.8,19.2,0,0,0,0,0,0,0,1.9,0.2,0.3,0.1,0.8,0.3,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,36.2
경기,동두천시,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,동두천시,처리방법,소각,38.7,38.7,38.7,7.1,3.5,4.1,4.8,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
