구분,,발생량및,,총계,종량제에 의한 혼합배출,,,,,,,,,,,,,,재활용가능자원 분리배출,,,,,,,,,,,,,,,,,,,음식물류 폐기물
,,처리현황,,,소계,가연성,,,,,,,불연성,,,,,기타,소계,종이류,유리병류,금속캔,비닐류,플라,발포,전자제품,전지류,타이어,윤활유,형광등,고철류,의류,영농,가구류,폐식용유,기타,재활용,분리배출
,,,,,,,,,,,,,,,,,,(배출,,,,,(합성수지류),스틱류,수지류,,,,,,,,폐기물,,,,잔재물,
시도,시군구,,,,,소계,음식물,종이류,나무류,고무,플라,기타,소계,유리류,금속류,토사류,기타,불명 등),,,,,,,,,,,,,,,,,,,,
,,,,,,,채소류,,,피혁류,스틱류,,,,,,,,,,,,,,,,,,,,,,,,,,,
충남,금산군,처리방법,매립,8.3,8.3,6.7,2.5,0,0,0.2,2.5,1.5,1,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,금산군,처리방법,소각,9.4,9.4,9.4,3,4,0.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,금산군,처리방법,재활용,22,7.8,7.8,0,4.8,0,0,3,0,0,0,0,0,0,0,3.2,0.2,0.9,0.2,0,0.3,0.1,0,0,0,0,0,0.1,0,1.4,0,0,0,0,11
충남,부여군,발생량,발생량,51.5,40.9,40.9,7.5,3.5,4.4,1,13.1,11.4,0,0,0,0,0,0,10,0.2,0.8,0.1,0.2,0.3,0.1,0.8,0.1,0,0,0.1,0.2,0,3,3.8,0,0.3,0,0.6
충남,부여군,처리방법,매립,23.1,23.1,23.1,7.5,3.5,0.4,1,3.1,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,부여군,처리방법,소각,17.8,17.8,17.8,0,0,4,0,10,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,부여군,처리방법,재활용,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.2,0.8,0.1,0.2,0.3,0.1,0.8,0.1,0,0,0.1,0.2,0,3,3.8,0,0.3,0,0.6
충남,서천군,발생량,발생량,55.1,36.3,26.3,8.2,2,2.4,4,3.9,5.8,10,2.2,2.6,4,1.2,0,8,1,1.4,0.3,0.2,0.6,0,0.1,0,0,0,0,1.2,0.2,0.1,0.1,0.1,2.7,0,10.8
충남,서천군,처리방법,매립,4.5,4.5,0,0,0,0,0,0,0,4.5,0.5,1,2.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,서천군,처리방법,소각,38.2,30,25.5,8.2,2,2,4,3.5,5.8,4.5,1.1,1.3,1.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2
충남,서천군,처리방법,재활용,12.4,1.8,0.8,0,0,0.4,0,0.4,0,1,0.6,0.3,0,0.1,0,8,1,1.4,0.3,0.2,0.6,0,0.1,0,0,0,0,1.2,0.2,0.1,0.1,0.1,2.7,0,2.6
충남,청양군,발생량,발생량,29.4,13.9,11.2,0.1,9,1.5,0,0,0.6,1.4,0,0,0,1.4,1.3,11.4,0.1,0.6,0.1,0,0.4,0.1,0,1,0,0,9,0.1,0,0,0,0,0,0,4.1
충남,청양군,처리방법,매립,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,청양군,처리방법,소각,11.2,11.2,11.2,0.1,9,1.5,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,청양군,처리방법,재활용,16.9,1.4,0,0,0,0,0,0,0,1.4,0,0,0,1.4,0,11.4,0.1,0.6,0.1,0,0.4,0.1,0,1,0,0,9,0.1,0,0,0,0,0,0,4.1
충남,홍성군,발생량,발생량,87.1,44.1,43.6,3.1,14,1.3,0.9,11.7,12.6,0.5,0.1,0.2,0.1,0.1,0,17.3,2.9,1.8,0.6,0,1.2,0.2,0.1,0,0,0,0.1,0.8,0.6,4.8,0,0,2,2.2,25.7
충남,홍성군,처리방법,매립,0.5,0.5,0,0,0,0,0,0,0,0.5,0.1,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,홍성군,처리방법,소각,43.6,43.6,43.6,3.1,14,1.3,0.9,11.7,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,홍성군,처리방법,재활용,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,2.9,1.8,0.6,0,1.2,0.2,0.1,0,0,0,0.1,0.8,0.6,4.8,0,0,2,2.2,25.7
충남,예산군,발생량,발생량,69.9,34.5,32.8,6.1,14.5,1.2,0.6,8.4,2,1.5,0.4,0.4,0.3,0.4,0.2,16.3,1.9,2.5,1,0.1,1.3,0.2,0.5,0,0,0,0,1.7,0.1,3.7,0,0,0.2,3.1,19.1
충남,예산군,처리방법,매립,1.5,1.5,0,0,0,0,0,0,0,1.5,0.4,0.4,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,예산군,처리방법,소각,39.1,33,32.8,6.1,14.5,1.2,0.6,8.4,2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
충남,예산군,처리방법,재활용,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,1.9,2.5,1,0.1,1.3,0.2,0.5,0,0,0,0,1.7,0.1,3.7,0,0,0.2,3.1,13
충남,태안군,발생량,발생량,63.2,25.4,25.4,0,8.5,4.7,4.1,4.3,3.8,0,0,0,0,0,0,12.6,0.3,4.2,0.5,0,2.4,0.1,0.1,0.1,0,0,0.1,0.3,0,4.5,0,0,0,0,25.2
충남,태안군,처리방법,매립,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,태안군,처리방법,소각,38.1,24.4,24.4,0,8.5,4.7,4.1,4.3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7
충남,태안군,처리방법,재활용,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.3,4.2,0.5,0,2.4,0.1,0.1,0.1,0,0,0.1,0.3,0,4.5,0,0,0,0,11.5
전북,전주시,발생량,발생량,748.6,244.9,201.4,1.3,81.5,19.6,12.2,61.1,25.7,41.9,12.4,12.5,4.6,12.4,1.6,176.1,72.7,5.6,0.7,4.2,44,0.7,1.5,0.1,0,0,0.2,1.7,1.8,0.2,27,0,0,15.7,327.6
전북,전주시,처리방법,매립,41.9,41.9,0,0,0,0,0,0,0,41.9,12.4,12.5,4.6,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,전주시,처리방법,소각,203,203,201.4,1.3,81.5,19.6,12.2,61.1,25.7,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,전주시,처리방법,재활용,503.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.1,72.7,5.6,0.7,4.2,44,0.7,1.5,0.1,0,0,0.2,1.7,1.8,0.2,27,0,0,15.7,327.6
전북,군산시,발생량,발생량,412.7,214,202.9,3.5,72.6,4.6,4,56.2,62,11.1,2.7,1.8,1.1,5.5,0,103.9,54.8,5.4,1.4,8.4,2.9,0.5,0.3,0.1,0,0,0.1,26.2,0.2,0.2,0,0,0,3.4,94.8
전북,군산시,처리방법,매립,166.2,166.2,155.1,3.5,55.2,3.5,3.1,42.7,47.1,11.1,2.7,1.8,1.1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,군산시,처리방법,소각,47.8,47.8,47.8,0,17.4,1.1,0.9,13.5,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,군산시,처리방법,재활용,198.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.9,54.8,5.4,1.4,8.4,2.9,0.5,0.3,0.1,0,0,0.1,26.2,0.2,0.2,0,0,0,3.4,94.8
전북,익산시,발생량,발생량,231.1,98,87.4,11,35.9,1.6,1.3,26,11.6,10.5,2.8,2.2,0.5,5,0.1,42.5,1.3,3.4,0.7,5.3,4.6,0.3,1.1,0.1,0,0,0.1,0.6,0,0,13.4,0,0,11.6,90.6
전북,익산시,처리방법,매립,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,익산시,처리방법,소각,94.4,94.4,87.4,11,35.9,1.6,1.3,26,11.6,7,2.8,2.2,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,익산시,처리방법,재활용,136.6,3.5,0,0,0,0,0,0,0,3.5,0,0,0,3.5,0,42.5,1.3,3.4,0.7,5.3,4.6,0.3,1.1,0.1,0,0,0.1,0.6,0,0,13.4,0,0,11.6,90.6
전북,정읍시,발생량,발생량,83.2,53.3,48.7,2.9,18.4,1.7,2.3,10.1,13.3,4.6,0.8,1,0.2,2.6,0,8.4,1.2,0.6,0.3,0.2,0.5,0,0.4,0,0.1,0,0.2,0.1,0.2,4.3,0,0,0.3,0,21.5
전북,정읍시,처리방법,매립,14.8,14.8,12.4,0,0.6,0.8,1.6,4.2,5.2,2.4,0.2,0.2,0.1,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,정읍시,처리방법,소각,38.5,38.5,36.3,2.9,17.8,0.9,0.7,5.9,8.1,2.2,0.6,0.8,0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,정읍시,처리방법,재활용,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,1.2,0.6,0.3,0.2,0.5,0,0.4,0,0.1,0,0.2,0.1,0.2,4.3,0,0,0.3,0,21.5
전북,남원시,발생량,발생량,87.6,45.8,23.7,4.4,5.2,2.4,1.6,4.7,5.4,4.1,2.7,1.4,0,0,18,25.6,7.6,0.7,0.2,0.2,0.5,0.1,0,0,0,0,0,6.2,0.1,4.1,0,0,0.7,5.2,16.2
전북,남원시,처리방법,매립,45.8,45.8,23.7,4.4,5.2,2.4,1.6,4.7,5.4,4.1,2.7,1.4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,남원시,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,남원시,처리방법,재활용,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,7.6,0.7,0.2,0.2,0.5,0.1,0,0,0,0,0,6.2,0.1,4.1,0,0,0.7,5.2,16.2
전북,김제시,발생량,발생량,84,33.7,28.1,0,8,2.9,1.4,2.9,12.9,5.6,0.7,0.4,1,3.5,0,24.3,3.9,2.6,0.8,2.5,2.9,0.2,0.4,0.1,0.5,0,1.2,0.5,0.8,4.5,1.8,0,1.5,0.1,26
전북,김제시,처리방법,매립,5.2,5.2,0,0,0,0,0,0,0,5.2,0.4,0.3,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,김제시,처리방법,소각,27.5,27.5,27.5,0,7.8,2.9,1.4,2.6,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,김제시,처리방법,재활용,51.3,1,0.6,0,0.2,0,0,0.3,0.1,0.4,0.3,0.1,0,0,0,24.3,3.9,2.6,0.8,2.5,2.9,0.2,0.4,0.1,0.5,0,1.2,0.5,0.8,4.5,1.8,0,1.5,0.1,26
전북,완주군,발생량,발생량,59.7,23.3,21.2,0,6.8,3.6,1.5,6.6,2.7,2.1,0.3,0.2,1.1,0.5,0,8.5,0.8,1.1,0.2,0,0.7,0.1,0.7,0,0,0,0,0.2,0,0.8,3.8,0,0,0.1,27.9
전북,완주군,처리방법,매립,2.1,2.1,0,0,0,0,0,0,0,2.1,0.3,0.2,1.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,완주군,처리방법,소각,21.2,21.2,21.2,0,6.8,3.6,1.5,6.6,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,완주군,처리방법,재활용,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0.8,1.1,0.2,0,0.7,0.1,0.7,0,0,0,0,0.2,0,0.8,3.8,0,0,0.1,27.9
전북,진안군,발생량,발생량,10.7,4,3,0.6,0,0,1.4,1,0,1,0.5,0.5,0,0,0,4.5,0.8,0.4,0.2,0,0.8,0,0,0,0,0,0,0,0,2.3,0,0,0,0,2.2
전북,진안군,처리방법,매립,1.6,1.6,0.6,0.6,0,0,0,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,진안군,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,진안군,처리방법,재활용,9.1,2.4,2.4,0,0,0,1.4,1,0,0,0,0,0,0,0,4.5,0.8,0.4,0.2,0,0.8,0,0,0,0,0,0,0,0,2.3,0,0,0,0,2.2
전북,무주군,발생량,발생량,25.1,15.3,14.2,1.1,4.7,0.5,0.2,4.1,3.6,1.1,0.5,0.3,0.1,0.2,0,5.4,0.6,0.3,0.4,0.2,0.2,0,0.1,0,0,0,0,0.1,0,2.5,0.8,0,0.2,0,4.4
전북,무주군,처리방법,매립,7.8,6.9,5.8,0.4,1.8,0.1,0.1,1.5,1.9,1.1,0.5,0.3,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
전북,무주군,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,무주군,처리방법,재활용,17.3,8.4,8.4,0.7,2.9,0.4,0.1,2.6,1.7,0,0,0,0,0,0,5.4,0.6,0.3,0.4,0.2,0.2,0,0.1,0,0,0,0,0.1,0,2.5,0.8,0,0.2,0,3.5
전북,장수군,발생량,발생량,28.6,22.6,16.1,2.7,5.7,0.6,0.4,3.7,3,6.5,0.8,0.6,0.6,4.5,0,1.5,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0.4,0,0,0,0.9,4.5
전북,장수군,처리방법,매립,13.7,10.8,5.2,0.9,1.2,0.4,0.3,0.9,1.5,5.6,0.4,0.3,0.6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
전북,장수군,처리방법,소각,11.8,11.8,10.9,1.8,4.5,0.2,0.1,2.8,1.5,0.9,0.4,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,장수군,처리방법,재활용,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0.4,0,0,0,0.9,1.6
전북,임실군,발생량,발생량,10.3,4.1,3.5,0.2,1.2,0.2,0.2,1,0.7,0.6,0.2,0.2,0.1,0.1,0,1.9,0.1,0.1,0,0,0.1,0,0.2,0,0,0,0,0,0,1.4,0,0,0,0,4.3
전북,임실군,처리방법,매립,0.8,0.8,0.6,0,0.2,0.1,0,0.2,0.1,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,임실군,처리방법,소각,3.3,3.3,2.9,0.2,1,0.1,0.2,0.8,0.6,0.4,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,임실군,처리방법,재활용,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.1,0.1,0,0,0.1,0,0.2,0,0,0,0,0,0,1.4,0,0,0,0,4.3
전북,순창군,발생량,발생량,15.7,9.5,8.2,1.3,2.3,0.1,0.2,2.7,1.6,1.3,0.5,0.3,0.2,0.3,0,2.2,0,0.2,0.1,0,0.2,0,0,0,0,0,0,0.1,0,1.6,0,0,0,0,4
전북,순창군,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,순창군,처리방법,소각,9.5,9.5,8.2,1.3,2.3,0.1,0.2,2.7,1.6,1.3,0.5,0.3,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,순창군,처리방법,재활용,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0.2,0.1,0,0.2,0,0,0,0,0,0,0.1,0,1.6,0,0,0,0,4
전북,고창군,발생량,발생량,47.4,14.2,13.7,1.3,6.3,0.1,0.1,5.4,0.5,0.5,0,0.4,0,0.1,0,18.2,0.3,0.9,0.2,0,0.6,0,0.3,0.2,0,0,0,0,0,14.9,0.8,0,0,0,15
전북,고창군,처리방법,매립,14.2,14.2,13.7,1.3,6.3,0.1,0.1,5.4,0.5,0.5,0,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,고창군,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,고창군,처리방법,재활용,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0.3,0.9,0.2,0,0.6,0,0.3,0.2,0,0,0,0,0,14.9,0.8,0,0,0,15
전북,부안군,발생량,발생량,50.4,31.8,17.6,0.8,5.4,0.5,1.3,6.3,3.3,11.7,1.5,3.8,2.6,3.8,2.5,7.6,0.2,0.9,0,0,0.9,0.2,0.1,0,0,0,0,0.1,0,4.3,0,0,0,0.9,11
전북,부안군,처리방법,매립,13,13,2.6,0.8,0,0.5,1.3,0,0,7.9,1.5,0,2.6,3.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,부안군,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북,부안군,처리방법,재활용,37.4,18.8,15,0,5.4,0,0,6.3,3.3,3.8,0,3.8,0,0,0,7.6,0.2,0.9,0,0,0.9,0.2,0.1,0,0,0,0,0.1,0,4.3,0,0,0,0.9,11
전남,목포시,발생량,발생량,232.8,156,142.6,21.6,51.1,2.3,3.7,44,19.9,13.4,8.5,4.9,0,0,0,2.9,0.2,0.2,0.2,0.3,0.5,0.3,0.7,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0.1,73.9
전남,목포시,처리방법,매립,117,117,106.9,16.2,38.3,1.7,2.8,33,14.9,10.1,6.4,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,목포시,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,목포시,처리방법,재활용,115.8,39,35.7,5.4,12.8,0.6,0.9,11,5,3.3,2.1,1.2,0,0,0,2.9,0.2,0.2,0.2,0.3,0.5,0.3,0.7,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0.1,73.9
전남,여수시,발생량,발생량,365,254.9,182.7,12,53.4,7.7,6,44.1,59.5,59.8,11.6,7.8,7.3,33.1,12.4,8.8,2.1,0.5,0.1,0,0.3,0.1,0,0,0,0,0.1,0.2,0,0.8,0,0,0,4.6,101.3
전남,여수시,처리방법,매립,178,178,113.6,7.7,31,6,5.2,24,39.7,54.7,9.1,6.3,7.1,32.2,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,여수시,처리방법,소각,76.9,76.9,69.1,4.3,22.4,1.7,0.8,20.1,19.8,5.1,2.5,1.5,0.2,0.9,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,여수시,처리방법,재활용,110.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,2.1,0.5,0.1,0,0.3,0.1,0,0,0,0,0.1,0.2,0,0.8,0,0,0,4.6,101.3
전남,순천시,발생량,발생량,205.9,73,38.9,5.6,6,8.7,2.9,10.3,5.4,34.1,11.2,1.7,15.7,5.5,0,39.6,3.3,4.4,6.7,0.7,1.3,1.4,1.7,0,0,0,0,0.6,0.2,0.5,0,0,18.8,0,93.3
전남,순천시,처리방법,매립,56.9,56.9,22.8,5.6,4.2,8.7,1.4,0,2.9,34.1,11.2,1.7,15.7,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,순천시,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,순천시,처리방법,재활용,149,16.1,16.1,0,1.8,0,1.5,10.3,2.5,0,0,0,0,0,0,39.6,3.3,4.4,6.7,0.7,1.3,1.4,1.7,0,0,0,0,0.6,0.2,0.5,0,0,18.8,0,93.3
전남,나주시,발생량,발생량,70.3,34.7,34.1,1.8,9.2,2,2.1,10.3,8.7,0.6,0.1,0.3,0,0.2,0,7,0.1,1,0.1,0,0.5,0.1,0.5,0,0,0,0,0,0,3.5,0,0,0.1,1.1,28.6
전남,나주시,처리방법,매립,32,32,31.4,1.8,9.2,0.2,2.1,9.4,8.7,0.6,0.1,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,나주시,처리방법,소각,2.7,2.7,2.7,0,0,1.8,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,나주시,처리방법,재활용,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.1,1,0.1,0,0.5,0.1,0.5,0,0,0,0,0,0,3.5,0,0,0.1,1.1,28.6
전남,광양시,발생량,발생량,192.7,124.7,108,14.7,51.6,2.3,1.7,32.3,5.4,16.7,4,10,0.7,2,0,20.1,13.3,1.2,0.5,1.2,2.2,0.3,0.5,0,0,0,0.1,0.3,0,0.5,0,0,0,0,47.9
전남,광양시,처리방법,매립,124.7,124.7,108,14.7,51.6,2.3,1.7,32.3,5.4,16.7,4,10,0.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,광양시,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,광양시,처리방법,재활용,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,13.3,1.2,0.5,1.2,2.2,0.3,0.5,0,0,0,0.1,0.3,0,0.5,0,0,0,0,47.9
전남,담양군,발생량,발생량,20.7,6.7,6.1,4.9,0.2,0.5,0,0.5,0,0.6,0.4,0.2,0,0,0,5.1,0.2,0.3,0.2,0,0.5,0,0,0,0,0,0,0.1,0,3.8,0,0,0,0,8.9
전남,담양군,처리방법,매립,9.5,4.9,4.9,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
전남,담양군,처리방법,소각,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,담양군,처리방법,재활용,10.7,1.3,0.7,0,0.2,0,0,0.5,0,0.6,0.4,0.2,0,0,0,5.1,0.2,0.3,0.2,0,0.5,0,0,0,0,0,0,0.1,0,3.8,0,0,0,0,4.3
전남,곡성군,발생량,발생량,21.5,8.5,7.4,0.6,2.5,0.3,0.1,2,1.9,0.9,0.1,0,0,0.8,0.2,8,2.3,0.6,0.9,0.1,0.4,0,0,0,0,0,0,1.6,0.2,1.8,0,0,0.1,0,5
전남,곡성군,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,곡성군,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,곡성군,처리방법,재활용,21.5,8.5,7.4,0.6,2.5,0.3,0.1,2,1.9,0.9,0.1,0,0,0.8,0.2,8,2.3,0.6,0.9,0.1,0.4,0,0,0,0,0,0,1.6,0.2,1.8,0,0,0.1,0,5
전남,구례군,발생량,발생량,17.3,10.2,9,0.1,0.3,0.2,0.1,2.8,5.5,1.1,0,0,0,1.1,0.1,1,0.1,0.1,0.1,0,0.1,0,0.3,0,0,0,0,0,0,0.3,0,0,0,0,6.1
전남,구례군,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,구례군,처리방법,소각,3.4,3.4,3.3,0,0.1,0,0,0.8,2.4,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,구례군,처리방법,재활용,13.9,6.8,5.7,0.1,0.2,0.2,0.1,2,3.1,1,0,0,0,1,0.1,1,0.1,0.1,0.1,0,0.1,0,0.3,0,0,0,0,0,0,0.3,0,0,0,0,6.1
전남,고흥군,발생량,발생량,64.9,29.9,29.9,2.2,8.5,3.1,2.4,6.5,7.2,0,0,0,0,0,0,10.3,2.5,0.8,0.4,0,1.9,0.1,0,0,0,0,0,0.5,0,3.9,0.2,0,0,0,24.7
전남,고흥군,처리방법,매립,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7
전남,고흥군,처리방법,소각,29.9,29.9,29.9,2.2,8.5,3.1,2.4,6.5,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,고흥군,처리방법,재활용,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,2.5,0.8,0.4,0,1.9,0.1,0,0,0,0,0,0.5,0,3.9,0.2,0,0,0,0
전남,보성군,발생량,발생량,30.6,13.4,12.3,0.1,3.6,4.3,0.1,0.1,4.1,1.1,0.5,0,0,0.6,0,6.9,0.4,0.7,0.1,0,0.5,0,0,0,0,0,0.1,0,0.1,4.9,0,0,0.1,0,10.3
전남,보성군,처리방법,매립,1.1,1.1,0,0,0,0,0,0,0,1.1,0.5,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,보성군,처리방법,소각,12.3,12.3,12.3,0.1,3.6,4.3,0.1,0.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전남,보성군,처리방법,재활용,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0.4,0.7,0.1,0,0.5,0,0,0,0,0,0.1,0,0.1,4.9,0,0,0.1,0,10.3
